Timestamp,ID
1630933463220,nothing
1630933463357,nothing
1630933463495,nothing
1630933463631,nothing
1630933463769,nothing
1630933463907,nothing
1630933464046,nothing
1630933464187,nothing
1630933464330,nothing
1630933464473,nothing
1630933464613,nothing
1630933464752,nothing
1630933464890,nothing
1630933465027,nothing
1630933465162,nothing
1630933465297,nothing
1630933465435,nothing
1630933465573,nothing
1630933465712,nothing
1630933465859,nothing
1630933466004,nothing
1630933466145,nothing
1630933466289,nothing
1630933466428,nothing
1630933466565,nothing
1630933466704,nothing
1630933466840,reaching
1630933466978,reaching
1630933467118,reaching
1630933467258,reaching
1630933467397,reaching
1630933467540,reaching
1630933467679,reaching
1630933467820,reaching
1630933467960,reaching
1630933468098,grasping
1630933468238,grasping
1630933468375,lifting
1630933468512,lifting
1630933468648,lifting
1630933468788,lifting
1630933468932,lifting
1630933469071,lifting
1630933469213,lifting
1630933469351,holding
1630933469490,holding
1630933469628,holding
1630934224462,nothing
1630934224607,nothing
1630934224756,nothing
1630934224901,nothing
1630934225040,nothing
1630934225183,nothing
1630934225327,nothing
1630934225470,nothing
1630934225608,nothing
1630934225751,nothing
1630934225898,nothing
1630934226047,nothing
1630934226204,nothing
1630934226351,nothing
1630934226501,reaching
1630934226650,reaching
1630934226799,reaching
1630934226945,grasping
1630934227087,grasping
1630934227230,lifting
1630934227385,lifting
1630934227537,lifting
1630934227683,lifting
1630934227831,lifting
1630934227982,lifting
1630934228131,holding
1630934228276,holding
1630934228424,holding
1630934228569,holding
1630934228728,holding
1630934228880,holding
1630934256071,nothing
1630934256213,nothing
1630934256356,nothing
1630934256497,nothing
1630934256635,nothing
1630934256785,nothing
1630934256933,nothing
1630934257077,nothing
1630934257217,nothing
1630934257363,nothing
1630934257509,nothing
1630934257658,nothing
1630934257803,nothing
1630934257947,nothing
1630934258091,nothing
1630934258237,nothing
1630934258382,nothing
1630934258529,nothing
1630934258679,nothing
1630934258826,nothing
1630934258965,nothing
1630934259109,reaching
1630934259254,reaching
1630934259397,reaching
1630934259539,reaching
1630934259678,reaching
1630934259820,grasping
1630934259962,grasping
1630934260102,grasping
1630934260243,grasping
1630934260390,lifting
1630934260535,lifting
1630934260680,lifting
1630934260832,lifting
1630934260972,lifting
1630934261114,lifting
1630934261258,holding
1630934261402,holding
1630934261547,holding
1630934261695,holding
1630934290352,nothing
1630934290495,nothing
1630934290639,nothing
1630934290791,nothing
1630934290944,nothing
1630934291092,nothing
1630934291236,nothing
1630934291380,nothing
1630934291522,nothing
1630934291663,nothing
1630934291806,reaching
1630934291947,reaching
1630934292090,reaching
1630934292231,reaching
1630934292369,grasping
1630934292514,grasping
1630934292656,lifting
1630934292798,lifting
1630934292941,lifting
1630934293086,lifting
1630934293230,lifting
1630934293375,lifting
1630934293518,holding
1630934293671,holding
1630934293814,holding
1630934293956,holding
1630934294099,holding
1630934330541,nothing
1630934330689,reaching
1630934330833,reaching
1630934330979,reaching
1630934331133,reaching
1630934331279,reaching
1630934331423,reaching
1630934331570,grasping
1630934331724,grasping
1630934331872,lifting
1630934332013,lifting
1630934332156,lifting
1630934332299,lifting
1630934332441,lifting
1630934332584,holding
1630934332732,holding
1630934332876,holding
1630934333017,holding
1630934333159,holding
1630934362419,nothing
1630934362560,nothing
1630934362703,nothing
1630934362845,nothing
1630934362984,nothing
1630934363122,nothing
1630934363263,nothing
1630934363403,nothing
1630934363543,nothing
1630934363685,reaching
1630934363826,reaching
1630934363969,reaching
1630934364114,grasping
1630934364258,grasping
1630934364398,lifting
1630934364542,lifting
1630934364690,lifting
1630934364833,lifting
1630934364985,nothing
1630934365129,nothing
1630934365271,nothing
1630934365411,nothing
1630934365551,nothing
1630934365691,nothing
1630934365834,nothing
1630934395560,nothing
1630934395697,nothing
1630934395836,nothing
1630934395975,nothing
1630934396118,nothing
1630934396261,nothing
1630934396407,nothing
1630934396556,nothing
1630934396696,nothing
1630934396835,nothing
1630934396978,nothing
1630934397132,nothing
1630934397281,nothing
1630934397427,nothing
1630934397569,nothing
1630934397713,nothing
1630934397866,nothing
1630934398017,nothing
1630934398165,nothing
1630934398315,reaching
1630934398466,reaching
1630934398617,reaching
1630934398761,reaching
1630934398900,reaching
1630934399041,grasping
1630934399185,grasping
1630934399327,grasping
1630934399469,lifting
1630934399614,lifting
1630934399758,lifting
1630934399897,lifting
1630934400039,holding
1630934400180,holding
1630934400321,holding
1630934400461,holding
1630934400605,holding
1630934400750,holding
1630934430810,nothing
1630934430954,nothing
1630934431102,nothing
1630934431246,nothing
1630934431392,reaching
1630934431532,reaching
1630934431675,reaching
1630934431822,reaching
1630934431968,reaching
1630934432109,reaching
1630934432250,reaching
1630934432392,reaching
1630934432533,reaching
1630934432675,reaching
1630934432821,reaching
1630934432968,reaching
1630934433111,reaching
1630934433259,grasping
1630934433399,grasping
1630934433539,grasping
1630934433682,lifting
1630934433826,lifting
1630934433969,lifting
1630934434108,lifting
1630934434251,lifting
1630934434396,holding
1630934434540,holding
1630934434692,holding
1630934434837,holding
1630934434982,holding
1630934435123,holding
1630934460674,nothing
1630934460823,nothing
1630934460973,nothing
1630934461115,nothing
1630934461256,nothing
1630934461399,nothing
1630934461544,nothing
1630934461686,nothing
1630934461831,nothing
1630934461983,nothing
1630934462126,nothing
1630934462270,nothing
1630934462414,reaching
1630934462555,reaching
1630934462696,reaching
1630934462840,reaching
1630934462986,grasping
1630934463127,grasping
1630934463282,grasping
1630934463430,lifting
1630934463580,lifting
1630934463721,lifting
1630934463865,lifting
1630934464013,holding
1630934464156,holding
1630934464298,holding
1630934464441,holding
1630934464586,holding
1630934505963,nothing
