Timestamp,ID
1630667662951,nothing
1630667663052,nothing
1630667663148,reaching
1630667663250,reaching
1630667663347,reaching
1630667663450,reaching
1630667663547,reaching
1630667663648,grasping
1630667663750,grasping
1630667663849,grasping
1630667663949,grasping
1630667664052,grasping
1630667664147,grasping
1630667664250,grasping
1630667664348,grasping
1630667664454,grasping
1630667664552,grasping
1630667664653,grasping
1630667664750,lifting
1630667664850,lifting
1630667664950,lifting
1630667665048,lifting
1630667665148,lifting
1630667665248,lifting
1630667665345,transporting
1630667665449,transporting
1630667665548,transporting
1630667665646,transporting
1630667665743,transporting
1630667665839,transporting
1630667665934,transporting
1630667724696,nothing
1630667724793,nothing
1630667724889,nothing
1630667724985,nothing
1630667725081,nothing
1630667725178,nothing
1630667725276,nothing
1630667725371,nothing
1630667725469,nothing
1630667725566,nothing
1630667725661,nothing
1630667725763,nothing
1630667725860,nothing
1630667725955,nothing
1630667726053,nothing
1630667726148,nothing
1630667726247,nothing
1630667726345,reaching
1630667726441,reaching
1630667726540,reaching
1630667726635,reaching
1630667726732,reaching
1630667726832,reaching
1630667726931,reaching
1630667727030,reaching
1630667727130,reaching
1630667727228,reaching
1630667727325,reaching
1630667727424,grasping
1630667727519,grasping
1630667727616,grasping
1630667727712,grasping
1630667727807,grasping
1630667727906,lifting
1630667728005,lifting
1630667728099,lifting
1630667728199,lifting
1630667728297,lifting
1630667728399,lifting
1630667728503,lifting
1630667728603,holding
1630667728706,holding
1630667728808,holding
1630667728910,holding
1630667729011,holding
1630667729109,holding
1630667892167,nothing
1630667892266,nothing
1630667892373,reaching
1630667892472,reaching
1630667892576,reaching
1630667892678,reaching
1630667892781,reaching
1630667892882,reaching
1630667892993,reaching
1630667893095,reaching
1630667893201,reaching
1630667893302,reaching
1630667893412,reaching
1630667893516,reaching
1630667893626,reaching
1630667893731,reaching
1630667893837,reaching
1630667893941,grasping
1630667894047,grasping
1630667894145,grasping
1630667894250,grasping
1630667894348,grasping
1630667894455,lifting
1630667894554,lifting
1630667894664,lifting
1630667894764,lifting
1630667894867,lifting
1630667894968,holding
1630667895070,holding
1630667895176,holding
1630667895278,holding
1630667895383,holding
1630667895485,holding
1630667948241,nothing
1630667948341,nothing
1630667948441,nothing
1630667948541,nothing
1630667948637,nothing
1630667948736,nothing
1630667948835,nothing
1630667948931,reaching
1630667949027,reaching
1630667949124,reaching
1630667949219,reaching
1630667949315,reaching
1630667949411,reaching
1630667949505,reaching
1630667949605,reaching
1630667949699,reaching
1630667949798,reaching
1630667949897,reaching
1630667949993,reaching
1630667950095,reaching
1630667950191,grasping
1630667950289,grasping
1630667950389,grasping
1630667950491,lifting
1630667950586,lifting
1630667950689,lifting
1630667950786,lifting
1630667950889,holding
1630667950988,holding
1630667951085,holding
1630667951183,holding
1630667951285,holding
1630667951382,holding
1630667951481,holding
1630668032773,nothing
1630668032871,nothing
1630668032969,nothing
1630668033067,nothing
1630668033163,nothing
1630668033263,nothing
1630668033361,nothing
1630668033467,nothing
1630668033563,nothing
1630668033666,nothing
1630668033763,nothing
1630668033860,nothing
1630668033956,nothing
1630668034052,nothing
1630668034147,nothing
1630668034244,nothing
1630668034342,nothing
1630668034441,nothing
1630668034538,nothing
1630668034639,nothing
1630668034738,nothing
1630668034836,nothing
1630668034936,nothing
1630668035033,nothing
1630668035134,nothing
1630668035232,nothing
1630668035331,nothing
1630668035432,nothing
1630668035532,nothing
1630668035630,nothing
1630668035730,nothing
1630668035828,nothing
1630668035926,reaching
1630668036027,reaching
1630668036125,reaching
1630668036228,reaching
1630668036327,reaching
1630668036427,reaching
1630668036534,reaching
1630668036630,reaching
1630668036733,reaching
1630668036828,reaching
1630668036926,grasping
1630668037024,grasping
1630668037126,grasping
1630668037227,lifting
1630668037330,lifting
1630668037430,lifting
1630668037531,holding
1630668037633,holding
1630668037733,holding
1630668068545,reaching
1630668068640,reaching
1630668068746,reaching
1630668068843,reaching
1630668068943,reaching
1630668069042,reaching
1630668069139,reaching
1630668069237,reaching
1630668069337,reaching
1630668069436,grasping
1630668069533,grasping
1630668069630,lifting
1630668069729,lifting
1630668069828,lifting
1630668069928,lifting
1630668094365,nothing
1630668094464,nothing
1630668094560,nothing
1630668094655,nothing
1630668094756,nothing
1630668094849,reaching
1630668094945,reaching
1630668095045,reaching
1630668095140,reaching
1630668095240,reaching
1630668095335,reaching
1630668095432,reaching
1630668095527,reaching
1630668095625,grasping
1630668095721,grasping
1630668095818,grasping
1630668095916,lifting
1630668096013,lifting
1630668096111,holding
1630668096209,holding
1630668096306,holding
1630668120886,nothing
1630668120983,reaching
1630668121080,reaching
1630668121180,reaching
1630668121279,reaching
1630668121375,reaching
1630668121476,reaching
1630668121573,reaching
1630668121673,reaching
1630668121770,reaching
1630668121869,grasping
1630668121971,grasping
1630668122071,grasping
1630668122177,lifting
1630668122276,lifting
1630668122377,lifting
1630668143638,nothing
1630668143736,nothing
1630668143834,nothing
1630668143930,nothing
1630668144026,reaching
1630668144124,reaching
1630668144222,reaching
1630668144319,reaching
1630668144415,reaching
1630668144514,reaching
1630668144614,reaching
1630668144709,reaching
1630668144810,reaching
1630668144909,reaching
1630668145007,grasping
1630668145103,grasping
1630668145199,grasping
1630668145298,lifting
1630668145400,lifting
1630668145496,lifting
1630668145600,lifting
1630668145701,lifting
1630668145797,holding
1630668145899,holding
1630668172689,grasping
1630668172789,grasping
1630668172888,lifting
1630668172988,lifting
1630668173086,lifting
1630668173184,lifting
1630668173282,lifting
1630668173380,lifting
1630668173473,lifting
1630668173571,lifting
1630668173669,holding
1630668173767,holding
1630668173866,holding
1630668173968,holding
1630668174065,holding
1630668174167,holding
1630668174269,holding
1630668174369,holding
